,index,reviewId,content,score,reviewCreatedVersion,at,Positive,Negative,Neutral,result
2383,2383,db514540-fad7-4eb8-bb1e-dbf675d41a19,Its good but kind of really expensive,2,8.0.77,6/9/2022 1:42,0.245,0.0,0.755,Positive
2384,2384,c47e7a96-ef50-4bf7-bd67-89662afea553,"7,7,*a2 qAw to ax37417707/,/,//,,//z(/((//(a",1,,6/8/2022 20:57,0.0,0.0,1.0,Neutral
2385,2385,35524ac7-3c55-495d-9f3f-2e40f4896b94,good service,5,8.0.76,6/8/2022 19:11,0.744,0.0,0.256,Positive
2386,2386,5069aae8-24aa-4b16-9f8f-5f3205781a8a,Very bad service...very slow...delay in orders...,1,8.0.77,6/8/2022 14:30,0.0,0.431,0.569,Negative
2387,2387,fa4c70b6-eb39-43d9-9d58-8ca8a7656fec,"Worst application, outdated interface. Application doesn't select the required Location, but randomly chooses any previous location. Customer service of no use. And the driver retort extra amount to deliver the order.",1,8.0.76,6/8/2022 1:52,0.0,0.156,0.844,Negative
2388,2388,c936f126-6503-404e-b318-0790b42444eb,The worst delivery experience and the worst customer service,1,8.0.74,6/8/2022 1:00,0.0,0.539,0.461,Negative
2391,2391,ef423508-8fc7-4c32-b308-3cfed8ef2d3b,Reliable,5,8.0.76,6/6/2022 21:19,0.0,0.0,1.0,Neutral
2392,2392,f27f0879-a71e-4432-9073-95fb1957b450,I'll a,3,8.0.70,6/6/2022 0:19,0.0,0.0,1.0,Neutral
2393,2393,32daff24-8a35-4f2e-b6aa-b380a82df57a,"Hungar station covers only the main area. How do I reorder for delivery if I live outside area, If you want to provide good facility then you should cover every single area and reach every single place.",1,8.0.76,6/5/2022 21:51,0.142,0.0,0.858,Positive
2394,2394,c9577a5e-4044-4dd9-9c48-eb49b6bf94cb,good,5,8.0.76,6/5/2022 20:56,1.0,0.0,0.0,Positive
2395,2395,8b6cb641-f054-4042-bc1c-8d924687ae65,"Oiiiiiasai)""99)\ U hy p ha",2,8.0.76,6/5/2022 18:54,0.545,0.0,0.455,Positive
2397,2397,d9cde832-6fde-495b-a8f9-42a808a0ea9f,Alromansiah is not good to serve..they don't give the same order.. they change my order..I don't recommend hunger station.....,1,8.0.76,6/5/2022 10:57,0.078,0.203,0.719,Negative
2398,2398,a431b019-2d71-4904-afce-046331b6626a,Every time I use search button and looking the restaurant or fastfood I want its not appearing.,2,8.0.76,6/5/2022 8:38,0.085,0.0,0.915,Positive
2399,2399,fb0505ea-46a1-4753-9d7e-927014a15384,Great,5,8.0.76,6/5/2022 0:49,1.0,0.0,0.0,Positive
2401,2401,719521be-a6f3-4d44-9650-0d4c4b4b349f,The most unprofessional app.. Always late Refusing orders...,1,8.0.76,6/4/2022 21:38,0.0,0.512,0.488,Negative
2402,2402,a8b3b009-acdb-4fb9-b8e0-51d37ba8a2dc,only one problem ur riders hve no change otherwise very good n fast service.,4,8.0.76,6/4/2022 19:09,0.176,0.271,0.553,Negative
2405,2405,86ce3893-3dd1-4bc4-a61c-da9482b493b0,Delivery men ask for sex and keep sending you dirty messages and abuse,1,8.0.73,6/4/2022 4:48,0.0,0.392,0.608,Negative
2407,2407,fe06d368-ee55-46c3-b4b0-6fc6ecc9a611,Why i can't not order,1,8.0.70,6/3/2022 21:12,0.0,0.0,1.0,Neutral
2408,2408,82e8ddd9-36ce-4b2d-a805-2f6ca815aac7,"I don't know why everything is expensive on this app, way too much delivery fee as well. Very disappointed, useless app in my opinion.",1,8.0.76,6/3/2022 21:03,0.074,0.226,0.7,Negative
2410,2410,3a0460cc-e7cd-47d6-a5e6-ad49c492386a,a part of our food experience,5,8.0.76,6/3/2022 16:59,0.0,0.0,1.0,Neutral
2412,2412,07be60c7-0039-4013-996f-ad92e4ab86e6,its very late,1,8.0.76,6/3/2022 14:54,0.0,0.0,1.0,Neutral
2413,2413,0b5790ca-1b5c-42bc-8559-dacfebbd39bd,half of the restaurant aren't in the application + the its overpriced on top of tge delivery fees,1,8.0.76,6/3/2022 13:33,0.101,0.0,0.899,Positive
2414,2414,a030b326-8a3a-4746-93a7-cf8d4e453bfd,Was the best delivery app .. but now its the worst .. uninstall.. the orders are coming late because they submit more than one oerder to the driver at the same time,1,,6/3/2022 8:41,0.068,0.148,0.784,Negative
2415,2415,d9dd274e-457e-462e-a4a0-5d3537400e0c,Slow delivery and it isn't guaranteed. No guaranteed refund.,1,8.0.76,6/3/2022 1:29,0.191,0.0,0.809,Positive
2419,2419,c14eeeee-5260-43a6-9e60-c921c48ea859,nice app,5,8.0.76,6/2/2022 22:45,0.737,0.0,0.263,Positive
2420,2420,9649f7a4-6619-49ab-ae3a-c5654dd6b995,Wonderful,5,8.0.76,6/2/2022 16:58,1.0,0.0,0.0,Positive
2422,2422,ebe449a5-03ac-4a4c-ac57-fd6be9baf674,I swear to god that this app is the worst app of all time at the add it says that the orders are fast but at real life it is super slow,1,,6/2/2022 15:52,0.184,0.097,0.719,Positive
2425,2425,0a5024f3-278b-4cd9-bab1-7d3dd909f381,"My order was never delivered but marked as delivered in the app. Costumer service literally copy and paste the same replies to everyone. Worst delivery experience ever, enjoy the 200sr u stole thieves.",1,8.0.76,6/2/2022 2:11,0.099,0.233,0.668,Negative
2426,2426,06da6e84-051f-4497-89c6-37179813418a,"Bad application and complaints are not responded to effectively. An order was requested and has a missing item. The delivery representative was contacted and said that I am raising a complaint and the complaint has not been responded to, in addition to the fact that the prices are much more expensive on the application than what is in the restaurant itself",1,8.0.76,6/2/2022 1:37,0.0,0.226,0.774,Negative
2431,2431,2fb72597-3027-484f-be62-71a7a87d8c50,A mistake,1,,6/1/2022 16:12,0.0,1.0,0.0,Negative
2432,2432,d1b4324d-dd29-4742-8f33-d2c337997e90,"Have been using this app to order food almost everyday, they have variety of deliveries than just restaurants, delivers on time just as it's shown and if anything in the order came missing they refund it immediately great customer service. no issues except the price difference in some restaurants in the app are a lil higher than in the restaurant",5,,6/1/2022 15:31,0.064,0.068,0.868,Negative
2434,2434,ab18883f-6257-4f2a-b928-c043cd0b0245,fuco,1,8.0.76,5/31/2022 22:28,0.0,0.0,1.0,Neutral
2436,2436,7097dcd7-c393-4c8a-8a11-0dbb5a7fcae6,Easy to use,5,8.0.68,5/31/2022 18:06,0.592,0.0,0.408,Positive
2440,2440,171a4769-6a2f-404d-9f05-46cf7f42cde4,Deliverers whenever you want it,5,8.0.76,5/31/2022 3:50,0.245,0.0,0.755,Positive
2441,2441,f6ae83f6-ee0b-4521-99b9-0bdaaf2e917d,The delivery costs are not too bad but they're not great. The items in a lot of restaurants are priced higher than what they actually are which is a horrible thing to do. But the absolute worst thing with this app is the customer service. I've had issues before but this last one is what made me write this review. I ordered from quick mart through the app. Which is advertised to be delivered within 20 min. I received it almost an hour later with my cold beverages HOT! Never using this app again!,1,8.0.76,5/31/2022 0:57,0.019,0.149,0.832,Negative
2442,2442,04dba6ee-8fe4-4375-9eee-5fc127c0b6be,Mostly the orders arrive almost cold and some of the drivers do not follow covid-19 protocol of protection.,3,8.0.75,5/31/2022 0:30,0.0,0.0,1.0,Neutral
2443,2443,9815fa98-d2d6-4fc5-8453-917680b0e1a9,Prices way higher than restaurant on top of delivery charges,1,8.0.75,5/30/2022 21:50,0.151,0.176,0.672,Negative
2444,2444,a6db122c-1f89-43b0-bfd1-4e6ec126a86a,"Doesn't deserve even the one star Bad application, not working many times Poor costumer services Just take a look at the replies to critical reviews and you will know the attitude I don't know how it was rated And other options are available and better Goodbye awful HungerStation",1,8.0.75,5/30/2022 19:32,0.052,0.213,0.735,Negative
2445,2445,9016d38c-aa98-4319-acfe-dc2a69b6213e,They need to upgrade the customer services,3,8.0.74,5/30/2022 14:00,0.0,0.0,1.0,Neutral
2446,2446,d514819c-c6f3-45e2-b3f4-1930a6c7241f,"Worst experience ever, They have the worst customer service ever., I wouldn't recommend for any one. I ordered papa John's and mentioned to leave the order at the door without calling, they called me and i did not answer, they took the order and didn't refund me , tried to contact the customer service but they didn't handle me at all.",1,8.0.75,5/30/2022 13:52,0.0,0.128,0.872,Negative
2450,2450,0678f098-49b6-4692-b47d-7bd062d51d11,The best ever!,5,8.0.75,5/29/2022 21:18,0.692,0.0,0.308,Positive
2452,2452,39087dbe-5f9e-476d-894e-8f2f03307f6e,I got angry and upset so I decided to uninstall your application from my phone.I wont accept refund in any other way than Cash in hand. The order received is different than the displayed picture on the application I am requesting help via Hunger station application and It was freezing in the chat with Maryam I couldnt take pictures or text any more.,1,8.0.75,5/29/2022 18:14,0.085,0.166,0.749,Negative
2453,2453,54f5634d-3b97-42fd-9a20-74208a5ce207,"No invoice received for any order. Contacting support is a waste of time. They ask to download invoice from the app which only shows delivery fee and forcibly close the support request. Your app, customer service and business model is useless.",1,8.0.75,5/29/2022 18:00,0.112,0.162,0.726,Negative
2454,2454,92d12cb9-e3c9-484f-967b-971095d9396a,"I evaluated the application five stars, and I have been using it for a long time, but unfortunately I soon discovered after I was told by my co-workers that you are increasing the prices of meals in contrast to the basic restaurant pricing in addition to the delivery price. I tried this and discovered that there is a difference of 25SR in my order between the restaurant and the application. So I decided not to use the app and delete it completely. I think you lost the customer trust.",1,8.0.75,5/29/2022 15:32,0.051,0.073,0.876,Negative
2457,2457,aa68b6ee-e2df-4949-b407-a0aa5852e4b1,suggestion: add payment option - use card after delivery,1,8.0.75,5/28/2022 12:17,0.0,0.0,1.0,Neutral
2458,2458,2d7f8a92-036b-4f62-be81-dbf720511ffb,Its illogical !! It Completely erases a resturant if that resturant is closed at that specific time.. instesd just show us that its closed and the time when it will open. So confusing! Please work on that!!,1,8.0.65,5/28/2022 10:20,0.094,0.055,0.851,Positive
2459,2459,77d7e36d-c7da-43f9-ace9-28f4131843e3,Not a fast delivery,1,8.0.71,5/28/2022 0:34,0.0,0.0,1.0,Neutral
2461,2461,d7d96cf3-0439-438d-ba85-1c7a4dd4b43b,poor delivery,1,8.0.75,5/27/2022 22:35,0.0,0.756,0.244,Negative
2462,2462,f69b801b-e0d4-4872-8203-5b0a1eed99e4,Very Very good Application for whatever you want Foods & Pharmacy & Quick market everything is amazing,5,8.0.75,5/27/2022 22:15,0.417,0.0,0.583,Positive
2463,2463,016566e3-6a11-4f09-b08b-41765fa34d2c,Bad experience,1,8.0.75,5/27/2022 22:14,0.0,0.778,0.222,Negative
2464,2464,89a226a3-161f-495b-88ed-df6276f5f7ae,Fast and effecient,5,8.0.75,5/27/2022 18:48,0.0,0.0,1.0,Neutral
2466,2466,f18bee4c-da8e-4e6c-8f43-7869fc0e385f,I asked delivery from elbaik and didn't come and I waited 3hours,3,8.0.75,5/27/2022 16:44,0.0,0.0,1.0,Neutral
2468,2468,a11a8772-8e3b-4110-b700-9c80dfa69649,Hungerstation was so late with my order and they kept on pushing the delivery time. Then when i contacted the agent he just gave me 16sar in my wallet and then didn't resolve the issue. When i called the driver he said he was close but was not even close to taking the food from the store. Then they cancelled my order without informing me. Made me wait more than an hour only to cancel my order. What happened to your the FASTEST slogan then? Haram,1,8.0.75,5/27/2022 14:10,0.0,0.075,0.925,Negative
2469,2469,f0e8a3a2-567f-4f2a-8821-a6ee59984c1a,Delivery price is high,2,8.0.71,5/27/2022 13:32,0.0,0.0,1.0,Neutral
2472,2472,c788ddae-c2fe-41d8-af23-d3bec3f8cf99,Good app,5,8.0.75,5/26/2022 23:09,0.744,0.0,0.256,Positive
2474,2474,bdaf3354-df2e-41ae-9453-266a0b99a91b,"low effort all around, by app developers, drivers, and restaurants.",2,8.0.75,5/26/2022 18:05,0.0,0.189,0.811,Negative
2476,2476,0391e4a4-7227-4580-80c8-78c600c97636,the 100 rial limit on delivery for cash payment is not enought,1,8.0.71,5/26/2022 2:00,0.0,0.0,1.0,Neutral
2479,2479,03880595-6a0c-4899-b1c6-005d6ab2a8f8,my order is not complete,1,8.0.60,5/24/2022 20:09,0.0,0.0,1.0,Neutral
2480,2480,d18a8fcf-c235-4942-8d8d-df089cbf347e,How dare you prevent cash payment on delivery for orders above 100 SR. Not everyone have credit cards or can pay online. And on top of that you monopolize the big restaurants from other apps. Shame on you.,1,8.0.75,5/24/2022 19:36,0.067,0.196,0.738,Negative
2481,2481,9a37b6c5-239a-4d47-b912-ddda5068016f,"costumer service really poor.after not helping with my order and refund,your agent had the audacity to message me ''good luck next time''",1,8.0.74,5/24/2022 16:45,0.119,0.086,0.795,Positive
2482,2482,7d4c1271-c8b5-40c2-9883-272b2731d3f1,"Poor customer service and user experience. I've used it for a while but at the first sign of trouble due to the app's own technical issues where they sent the order somewhere else even though I've used the same saved address I use everyday, they just took my money and said that it's my fault, no money, no order!",1,8.0.74,5/24/2022 5:15,0.053,0.216,0.731,Negative
2483,2483,ab7db355-9031-45ec-9be3-071254f9e383,nice service,5,8.0.74,5/24/2022 2:12,0.737,0.0,0.263,Positive
2484,2484,8338125b-96e9-41ab-abcc-9a68c8a8bf97,"Order marked as delivered but not received. No call center to reach them, send email and wait for 24hrs for response.",1,8.0.74,5/23/2022 21:26,0.155,0.0,0.845,Positive
2485,2485,79d1aa43-541a-4006-9c91-25bff1d21dd1,Good,4,8.0.74,5/23/2022 21:05,1.0,0.0,0.0,Positive
2486,2486,44e7ab3d-38fd-40cf-a756-86290ef72275,1 year,5,8.0.74,5/23/2022 19:23,0.0,0.0,1.0,Neutral
2487,2487,9170987a-e294-4df8-b531-bae97140f0da,The best,5,8.0.49,5/23/2022 14:06,0.808,0.0,0.192,Positive
2488,2488,e0e36c5e-679b-4660-bc57-3cb1d69104d5,"I think it'll be a good idea to add a ""customer Service"" to the app instead of waiting for to long until I figure out that my order won't arrive",1,8.0.74,5/23/2022 11:37,0.104,0.0,0.896,Positive
2490,2490,4a9baf96-f956-4916-bf0b-3b853687561c,All the location I choose doesn't not covered,1,,5/23/2022 3:40,0.0,0.0,1.0,Neutral
2492,2492,8ae86305-e4d4-4548-bf6c-3e5b840eb5b0,"No instant help or immediate contact Whenever there is a problem wuth the delivery or the restaurant I hace to send them an email which take days before U receive a response. It happend to me weejs ago, they responded to me in a question rathen than an answer! I responded to her, yet I got no feedback! They designed this app assuming no problems wilk occur",2,8.0.73,5/22/2022 5:31,0.039,0.182,0.779,Negative
2495,2495,9ee4661c-7f56-4dcc-af5d-b655a2a8ad32,High prices on delivery and items,1,8.0.73,5/21/2022 21:04,0.0,0.0,1.0,Neutral
2496,2496,eed63ed2-9e10-42d6-9e9d-5885a1399ddb,the best for fast delivery,5,8.0.74,5/21/2022 14:49,0.512,0.0,0.488,Positive
2497,2497,205bd2d9-b9e4-4ab4-9a33-4d2ec54e948b,excellent,4,8.0.74,5/21/2022 14:39,1.0,0.0,0.0,Positive
2499,2499,1565a69b-962f-4c34-9958-5444e2842a95,"This app is a scam. You order something for 24 riyals and pay 18 for delivery fees. How this is even legal is beyond me. They also increase prices for meals, so a 23 riyal meal will cost 24 or 25. don't get this stupid app, go buy from the restaurant it self.",1,8.0.73,5/20/2022 19:56,0.065,0.154,0.781,Negative
2500,2500,c8301d31-4944-41d0-8c5f-3df55855f161,Good then became so bad. Without any clear reason or acceptable clarification the quality of your service markedly reduced. I decided to delete your app after a year of unstable use.,1,8.0.74,5/20/2022 17:02,0.136,0.239,0.625,Negative
2502,2502,5a8ae975-bead-4cc3-b323-41e0f403a5db,Price manipulation and delay unlike Jahez,2,8.0.74,5/20/2022 14:09,0.0,0.529,0.471,Negative
2503,2503,ede2e2e6-76c3-4177-8865-7b5d69c9dd5b,Missed items most of the time,1,8.0.74,5/20/2022 7:25,0.0,0.306,0.694,Negative
2504,2504,c5336393-9c34-4811-a515-747ddfbc5864,The worst food delivery service ever Hint: Use Jahez or ToYou. More reliable.,1,6.1.0,5/20/2022 3:19,0.0,0.255,0.745,Negative
2506,2506,43356d03-e396-4950-bec0-ba8c30248317,good servuce,5,,5/19/2022 19:44,0.744,0.0,0.256,Positive
2509,2509,9c4af5eb-fb7e-4af8-b3c7-6fdf99326891,Starting try it,5,8.0.55,5/19/2022 16:14,0.0,0.0,1.0,Neutral
2511,2511,97f315a5-ecb5-4315-8026-7677532d0a15,It just shows me charities and there is no restaurants at all.,1,8.0.73,5/19/2022 5:51,0.208,0.143,0.649,Positive
2512,2512,1d34767f-f076-4949-a824-b58380dff37a,The worst; I used to love it good customer service good timing lots of options cheap delivery fee but now it becomes really bad I've been trying to get my money that they took twice by accident for almost 3 weeks and till now no refund request was raise from them poor customer service they respond after weeks although they are saying 24 hours unqualified staff .,1,8.0.73,5/18/2022 22:09,0.08,0.232,0.688,Negative
2514,2514,57636f75-03f9-40fe-ae86-4c694504a9e0,Horrible App. Placed an order with Dominos at 2 :15 pm and haven't recieved it till now. 45 mins have passed. No option to talk to them or resolve the issue. Sitting hungry and still waiting for a response or atleast the food. No customer service. I will never order again.,1,8.0.73,5/18/2022 15:10,0.048,0.145,0.807,Negative
2515,2515,669952a8-922e-4af1-83aa-ef39dba919a9,"Can be much better... Add sort restaurants (by delivery time, rating, ...). Add option to add items to existing order. And most importantly, add communication channel/ chat to contact customer service.",3,8.0.64,5/18/2022 0:36,0.08,0.0,0.92,Positive
2516,2516,35e27c46-ebbe-4992-ae32-e00bc6cdc50d,Can't reach the CVV page,1,8.0.74,5/17/2022 21:59,0.0,0.212,0.788,Negative
2517,2517,d0c4440e-0d6c-4341-8366-43c6cf9a5332,Very nice apps,5,8.0.54,5/17/2022 21:39,0.607,0.0,0.393,Positive
2518,2518,2cf619e2-0c59-4e1f-bc15-6ad65472609a,"All restaurant prices are more than the menu original price, if you are getting delivery fees, why adding to the original restaurant prices",1,8.0.73,5/17/2022 20:05,0.18,0.0,0.82,Positive
2521,2521,3cd17bfd-2e56-4e6c-9135-8ecd6a390edb,Awesome aap delivery on time,5,8.0.73,5/17/2022 1:11,0.506,0.0,0.494,Positive
2523,2523,f9d94f2c-c6c5-46a6-bf1d-18e224158b00,1 month I am try open id.not open id.,1,,5/16/2022 13:07,0.0,0.0,1.0,Neutral
2524,2524,684e6377-0963-4b69-a4dc-54d008e71a75,Great,5,8.0.73,5/16/2022 12:58,1.0,0.0,0.0,Positive
2528,2528,bb4b6184-3a11-4684-b048-99f5c3759678,Fast,5,8.0.73,5/15/2022 19:58,0.0,0.0,1.0,Neutral
2529,2529,c209342d-c70a-455e-b82b-624cb04ab99f,App is taking long time to send OTP and it's invalid every time,1,8.0.73,5/15/2022 18:37,0.0,0.0,1.0,Neutral
2532,2532,cef3ed30-c6d5-45f6-8a4e-1f051d359f03,very quickly to delivery,5,8.0.71,5/15/2022 12:30,0.0,0.0,1.0,Neutral
2533,2533,f329aeb6-f1e5-4fb4-9905-2c6615327ad8,good,5,8.0.61,5/15/2022 2:02,1.0,0.0,0.0,Positive
2535,2535,77b06d67-1069-4b1c-965c-e4d5bf3f8597,verry good,5,8.0.73,5/14/2022 23:01,0.744,0.0,0.256,Positive
